00 48 35.4;-74 55 24; 5.07; 1.37
00 51 16.4;+61 48 21; 6.07; 1.88
00 50 57.4;+51 30 29; 6.39; 0.28
00 50 03.7;-43 23 41; 6.48; 0.29
00 54 53.1;+83 42 26; 5.62; 0.09
00 51 33.7;+51 34 16; 6.21;
00 50 41.2;-50 59 13; 5.22; 0.36
00 51 18.3;+03 23 06; 6.37; 1.07
00 53 04.1;+61 07 27; 4.82; 0.53
00 51 52.1;-43 42 33; 6.90; 0.35
00 52 53.4;+38 32 55; 6.69; 0.02
00 52 40.6;-24 00 21; 5.46; 1.24
00 53 00.5;-01 08 39; 4.77; 1.57
00 53 28.2;+37 25 05; 6.06; 1.14
00 53 47.6;+52 41 21; 6.27; 0.19
00 53 12.4;-24 46 37; 6.46; 0.44
00 52 24.3;-69 30 16; 6.22; 0.56
00 55 00.1;+58 58 22; 4.83; 1.21
00 54 35.2;+19 11 18; 5.74;-0.01
00 54 17.6;-08 44 27; 6.16; 0.92
00 55 05.2;+48 40 43; 6.27; 1.68
00 53 37.9;-62 52 17; 5.70; 1.56
00 54 58.0;+23 37 42; 5.47; 1.00
00 55 14.7;+24 33 25; 6.20; 1.62
00 56 12.9;+57 59 48; 6.21; 1.37
00 56 55.6;+68 46 34; 6.37; 0.38
00 55 58.5;+27 12 34; 6.09; 0.14
00 55 42.4;-07 20 50; 5.85; 1.52
00 56 42.5;+60 43 00; 2.47;-0.15
00 56 39.8;+59 10 52; 4.63; 0.96
00 56 47.1;+60 21 46; 5.55;-0.07
00 56 01.5;-11 16 00; 5.31; 1.52
00 55 55.5;-27 46 32; 6.10; 1.67
00 56 45.2;+38 29 58; 3.87; 0.13
00 55 00.3;-69 31 37; 5.45; 1.09
00 57 12.4;+23 25 03; 4.42; 0.94
00 57 39.7;+45 50 23; 6.12; 1.02
00 58 31.1;+66 21 08; 5.97;-0.02
00 57 50.2;+28 59 32; 5.42; 1.08
00 58 14.2;+33 57 03; 5.98; 1.00
00 57 54.5;+13 41 45; 6.32; 0.89
00 58 18.9;+21 24 16; 6.37; 0.09
01 00 31.0;+70 58 59; 6.39; 0.13
00 58 43.9;-11 22 48; 5.61; 0.97
00 58 36.4;-29 21 27; 4.31;-0.16
00 58 22.4;-60 41 47; 6.23; 0.10
01 00 03.4;+44 42 40; 6.84;
01 00 03.6;+44 42 48; 6.04;-0.01
00 59 49.7;+06 28 59; 6.11; 1.67
01 08 44.7;+86 15 25; 4.25; 1.21
01 33 50.4;+89 00 56; 6.46; 0.11
01 02 18.4;+51 02 06; 6.47;
01 01 18.3;-38 55 00; 5.59; 1.18
01 03 01.5;+47 22 34; 6.45; 0.25
01 02 54.3;+41 20 42; 5.98; 0.16
01 02 49.1;+31 48 16; 5.50;-0.05
01 03 37.0;+61 04 30; 5.92; 0.49
01 02 26.4;-31 33 07; 5.50; 0.08
01 02 56.6;+07 53 24; 4.28; 0.96
01 02 01.8;-57 00 09; 6.11; 0.94
01 03 02.6;-04 50 12; 5.43; 1.11
01 04 19.6;+61 34 49; 5.84; 0.54
01 04 02.4;+52 30 08; 5.99; 1.47
01 02 49.2;-46 23 51; 5.36; 0.90
01 03 17.6;-29 31 33; 6.29; 0.93
01 03 49.0;+01 22 00; 6.04; 0.27
01 04 46.8;+51 00 36; 6.54;-0.08
01 04 27.6;+29 39 31; 6.19; 0.43
01 02 42.9;-65 27 22; 6.21; 1.64
01 04 36.4;+39 59 28; 6.72; 0.31
01 16 13.5;+87 08 43; 6.25; 1.12
01 04 52.6;+05 39 23; 6.00; 1.51
01 05 05.4;+14 56 46; 5.68; 0.41
01 06 22.8;+62 45 42; 6.54; 0.19
01 05 40.9;+21 28 24; 5.34;-0.03
01 05 41.7;+21 27 55; 5.56;-0.07
01 09 12.3;+80 00 42; 6.29;
01 05 49.2;+04 54 30; 6.35; 0.38
01 05 51.4;+04 54 34; 7.25; 0.49
01 05 36.8;-09 58 45; 6.12; 1.01
01 07 00.2;+56 56 06; 6.43; 1.18
01 06 05.1;-09 50 22; 5.58; 0.01
01 07 09.5;+53 29 54; 6.38;
01 06 33.6;+12 57 22; 6.12; 0.96
01 06 07.7;-23 59 33; 6.14; 1.09
01 08 16.4;+54 55 13; 5.17; 0.69
01 06 05.0;-46 43 07; 3.31; 0.89
01 06 26.5;-35 39 39; 6.61; 0.14
01 08 00.9;+43 56 31; 5.03; 0.11
01 07 13.1;-23 59 47; 6.37; 0.23
01 08 33.3;+58 15 49; 5.79;-0.01
01 08 01.3;+32 00 44; 6.25; 0.40
01 07 57.2;+20 44 21; 5.55; 0.13
01 07 46.2;-09 47 08; 5.82; 0.43
01 08 22.2;+05 38 59; 5.52; 0.34
01 07 47.9;-41 29 13; 5.21; 0.16
01 07 18.7;-61 46 31; 5.37; 0.88
01 12 16.7;+79 40 26; 5.64; 0.01
01 08 35.4;-10 10 56; 3.45; 1.16
01 09 30.2;+47 14 31; 4.25;-0.07
01 10 39.3;+68 46 43; 5.29;-0.02
01 09 43.9;+35 37 14; 2.06; 1.58
01 08 23.1;-55 14 45; 3.92;-0.08
01 09 49.2;+19 39 31; 5.55; 0.69
01 10 18.8;+42 04 53; 5.65; 0.60
01 10 19.4;+25 27 28; 5.80; 1.47
01 11 25.6;+64 12 10; 5.55;-0.07
01 11 06.2;+55 08 59; 4.33; 0.17
01 10 11.5;+15 40 27; 6.06; 1.49
01 11 41.4;+65 01 08; 5.57;-0.09
01 10 12.0;-08 54 22; 6.40; 1.04
01 10 33.6;+02 26 44; 5.95; 1.51
01 11 10.3;+37 43 27; 5.81;-0.10
01 11 06.8;+31 25 29; 5.16; 0.23
01 10 07.4;-57 41 40; 6.41; 0.89
01 11 27.2;+21 02 05; 4.66; 1.03
01 11 39.6;+30 05 23; 4.51; 1.09
01 11 43.5;-02 15 04; 5.94; 1.40
01 13 09.9;+61 42 21; 6.41; 0.01
01 12 34.0;+45 20 16; 6.11; 1.64
01 12 59.5;+30 03 51; 6.19; 1.00
01 16 30.7;+79 54 36; 6.26; 0.42
01 12 23.4;-30 48 08; 6.52; 0.48
01 12 45.4;-37 51 23; 5.92; 0.28
01 13 44.9;+24 35 01; 4.65; 1.04
01 13 43.9;+07 34 31; 5.24; 0.32
01 13 45.3;+07 34 42; 6.30; 0.49
01 14 05.0;+28 31 47; 6.43; 1.70
01 14 07.6;+16 08 01; 5.98;-0.08
01 16 12.1;+71 44 38; 7.83; 0.78
01 14 24.0;-07 55 23; 5.13; 0.46
01 14 42.4;+06 59 43; 6.03; 1.08
01 14 49.2;-00 58 26; 5.70; 0.42
01 16 24.5;+48 04 56; 6.61;-0.05
01 15 11.1;-45 31 53; 4.96; 0.58
01 16 18.8;+33 06 53; 6.02; 1.15
01 17 05.1;+44 54 07; 6.34;
01 16 36.3;-02 30 01; 5.41; 0.90
01 17 24.1;+31 44 41; 6.73;
01 20 19.5;+77 34 14; 6.31; 0.92
01 18 10.2;+47 25 11; 6.25; 1.35
01 15 46.1;-68 52 34; 4.86; 0.47
01 17 48.0;+03 36 52; 5.16; 0.07
01 18 47.0;+37 23 10; 6.46; 0.23
01 17 03.6;-66 23 53; 6.24; 0.05
01 21 59.1;+76 14 20; 6.38; 0.28
01 20 04.9;+58 13 54; 4.98; 0.68
01 19 28.0;+27 15 51; 4.76; 0.03
01 21 05.2;+64 39 30; 6.34; 0.09
01 19 48.3;-00 30 32; 5.87; 0.64
01 23 46.8;+78 43 33; 6.07; 0.39
01 20 34.5;-03 14 49; 6.23; 1.02
01 20 27.8;-11 14 20; 6.15; 1.11
01 21 07.4;+28 44 17; 5.23; 1.39
01 22 20.4;+45 31 44; 4.88; 1.08
01 23 21.6;+58 08 35; 6.45;
01 22 37.0;+01 43 35; 6.20; 1.52
01 22 34.8;-00 26 59; 6.49; 1.08
01 22 30.5;-19 04 53; 6.35; 0.48
01 23 40.6;+37 42 54; 5.58; 0.26
01 23 37.5;+34 14 45; 6.29; 0.83
01 23 24.9;+20 28 08; 5.97; 1.71
01 25 46.5;+70 58 48; 6.49;
01 25 56.0;+68 07 48; 4.74; 1.05
01 23 31.0;-30 56 44; 5.84; 1.61
01 24 02.5;-08 00 27; 6.21; 0.23
01 24 01.4;-08 11 00; 3.60; 1.06
01 25 49.0;+60 14 07; 2.68; 0.13
01 24 20.6;-06 54 53; 5.91; 0.41
01 24 39.8;-15 39 37; 6.14; 0.91
01 24 48.7;-02 50 55; 6.15; 0.96
01 25 35.7;+23 30 42; 6.18; 0.43
01 24 40.8;-41 29 33; 5.42; 1.04
01 26 18.6;+43 27 28; 5.96; 0.49
01 26 08.7;+34 34 47; 6.31; 0.47
01 24 41.9;-44 31 42; 6.26; 1.14
01 25 37.2;-14 35 56; 4.90; 1.23
01 26 15.3;+19 10 20; 5.38; 0.39
01 26 41.7;+19 14 25; 5.50; 1.11
01 27 06.2;+34 22 39; 6.27; 0.46
01 26 27.3;-00 23 55; 6.41; 1.24
01 27 39.4;+45 24 24; 4.83; 0.42
01 27 26.6;+41 06 02; 6.46; 0.27
01 26 53.5;+03 32 07; 6.58;-0.04
01 25 05.3;-64 22 10; 5.93; 1.56
01 26 51.6;-13 03 24; 5.66; 0.35
01 27 47.0;+40 20 08; 6.60;-0.04
01 26 58.1;-32 32 35; 5.79; 3.86
02 31 48.7;+89 15 51; 2.02; 0.60
01 27 46.6;-10 54 06; 6.13; 1.32
01 28 22.9;+07 57 41; 6.20; 1.12
01 31 13.8;+70 15 53; 5.81; 0.47
01 30 52.3;+66 05 53; 6.14; 0.08
01 28 21.9;-43 19 06; 3.41; 1.57
01 30 06.2;+47 00 26; 5.27; 1.00
01 28 43.3;-33 45 49; 6.58; 0.30
01 29 52.9;+18 21 20; 6.02; 0.14
01 29 36.1;-21 37 46; 5.12; 0.02
01 30 11.1;+06 08 38; 4.84; 1.37
01 29 30.4;-46 45 23; 6.31; 1.66
01 30 22.9;-26 12 28; 5.93; 1.34
01 31 29.0;+15 20 45; 3.62; 0.97
01 32 07.6;+34 48 00; 6.39;-0.12
01 33 25.8;+58 19 39; 5.70; 1.52
01 31 15.1;-49 04 22; 3.95; 0.99
01 31 43.3;-30 17 00; 5.82; 1.08
01 33 55.9;+59 13 55; 4.71; 1.00
01 31 39.1;-45 34 32; 6.17; 0.06
01 33 03.5;-09 00 53; 6.59;-0.04
01 32 56.0;-36 51 55; 5.51; 1.02
01 34 16.6;+37 14 14; 5.88;-0.07
01 32 36.3;-49 43 40; 6.28; 0.46
01 33 42.9;-07 01 31; 5.76; 0.64
01 37 22.5;+74 18 03; 6.58; 0.03
01 34 49.1;+18 27 38; 5.89; 1.52
01 34 37.8;-15 40 34; 5.63; 0.07
01 35 52.5;+41 04 35; 6.38; 1.11
01 34 50.7;-31 53 32; 6.12; 1.11
01 36 27.2;+48 43 22; 5.92; 1.21
01 35 46.4;+14 39 41; 6.22;-0.04
01 38 30.9;+73 02 24; 5.28; 0.96
01 35 54.8;+17 26 01; 5.80;
01 36 47.8;+41 24 20; 4.09; 0.54
01 35 59.0;-15 24 01; 5.42; 1.21
01 35 15.2;-58 08 22; 6.01; 0.38
01 38 07.6;+57 58 39; 5.56; 1.38
01 36 08.4;-29 54 27; 5.69; 0.33
01 37 05.9;+12 08 30; 5.57; 0.35
01 37 59.6;+48 37 42; 3.57; 1.28
01 38 31.7;+45 24 00; 6.36; 0.04
01 37 37.7;-09 24 14; 6.24; 0.53
01 33 39.2;-78 30 17; 6.11; 0.97
01 36 44.8;-58 16 15; 6.18; 1.61
01 39 21.0;+44 23 10; 4.98; 0.89
01 40 13.1;+53 52 06; 6.39; 1.61
01 38 27.4;-36 31 42; 5.94; 1.05
01 37 42.9;-57 14 12; 0.46;-0.16
01 38 51.8;-21 16 31; 5.58; 0.34
01 38 50.0;-25 01 19; 6.70;-0.08
01 39 40.8;+16 24 21; 5.97; 1.12
01 40 39.8;+43 17 52; 5.61; 0.21
01 40 34.8;+40 34 37; 4.94;-0.09
01 42 20.5;+68 02 35; 5.59;-0.07
01 38 48.2;-53 26 20; 6.84; 0.44
01 42 55.9;+70 37 21; 5.18;-0.04
01 42 03.0;+61 02 18; 6.71;-0.03
01 42 17.8;+58 37 40; 6.37;-0.02
01 41 47.2;+42 36 49; 4.95; 0.62
01 41 18.4;+25 44 45; 6.17; 0.44
01 41 39.2;+30 02 50; 5.99; 1.01
01 39 47.4;-56 11 53; 5.87; 0.90
01 39 47.8;-56 11 41; 5.76; 0.87
01 42 58.4;+61 25 18; 6.34; 0.01
01 41 25.9;+05 29 15; 4.44; 1.36
01 42 03.5;+35 14 44; 5.64;-0.07
01 43 19.7;+60 33 04; 5.78;-0.02
01 41 44.7;-11 19 29; 5.75; 0.44
01 42 29.8;+20 16 07; 5.24; 0.84
01 41 27.3;-38 07 59; 6.17; 0.42
01 43 16.5;+45 19 20; 6.34; 1.01
01 43 39.6;+50 41 19; 4.07;-0.04
01 42 08.6;-32 19 37; 5.25; 1.05
01 42 03.0;-36 49 57; 5.72;-0.01
01 44 17.9;+57 32 11; 6.21; 0.10
01 42 43.5;-03 41 25; 4.99; 1.38
01 41 41.1;-50 02 20; 6.64; 0.12
01 44 46.1;+57 05 21; 6.25; 0.04
01 43 50.0;+32 11 30; 6.34;
01 44 26.5;+46 08 23; 6.35;
01 41 48.0;-60 47 22; 5.71; 1.27
01 42 29.3;-53 44 26; 5.52; 0.53
01 43 54.8;-04 45 56; 6.19; 1.54
01 44 55.8;+20 04 59; 6.27; 0.75
01 44 04.1;-15 56 15; 3.50; 0.72
01 45 23.6;+09 09 28; 4.26; 0.96
01 47 44.8;+63 51 08; 5.63; 0.81
01 37 55.6;-82 58 30; 5.87; 0.61
01 45 59.3;-05 44 00; 5.34; 1.52
01 45 38.8;-25 03 09; 5.31; 0.39
01 46 35.3;+17 24 47; 6.55; 0.25
01 41 21.3;-79 08 54; 6.33; 0.94
01 46 01.0;-27 20 57; 6.39; 0.36
01 47 48.0;+46 13 47; 6.32; 0.43
01 46 05.8;-50 48 59; 5.49; 1.60
01 46 06.3;-53 31 19; 5.04; 0.04
01 48 38.9;+37 57 10; 5.94; 0.97
01 48 10.9;+16 57 20; 5.84;-0.03
01 48 41.6;+32 41 25; 5.79; 0.55
01 47 16.8;-41 45 36; 6.18; 1.54
01 37 28.0;-84 46 11; 5.69; 0.94
01 49 15.7;+47 53 49; 5.82; 0.29
01 48 26.0;+03 41 08; 5.91; 0.97
01 47 47.8;-37 09 35; 6.32; 1.02
01 50 57.1;+51 56 00; 5.90; 0.43
01 50 08.5;+22 16 31; 5.86; 0.74
01 49 35.1;-10 41 11; 4.67; 0.33
01 49 19.5;-31 04 22; 6.34; 1.22
01 51 59.3;+55 08 51; 5.52;-0.18
01 50 52.0;+11 02 36; 5.94; 0.30
01 49 48.8;-38 24 14; 6.37; 0.52
01 52 09.4;+50 47 34; 5.79;-0.07
01 50 20.2;-47 48 59; 6.14; 1.01
01 52 50.8;+51 28 29; 6.26;
01 51 27.6;-10 20 06; 3.73; 1.14
01 53 48.5;+55 35 53; 6.45; 0.18
01 50 54.5;-50 12 22; 5.94; 0.14
01 54 23.7;+63 40 12; 3.38;-0.15
01 53 17.3;+40 43 47; 5.40; 1.32
01 53 04.9;+29 34 44; 3.41; 0.49
01 53 31.8;+19 17 45; 4.83;
01 53 31.8;+19 17 37; 4.75;-0.04
01 52 52.1;-16 55 45; 5.80; 0.27
01 56 00.0;+68 41 07; 4.99;-0.10
01 53 33.3;+03 11 15; 4.62; 0.94
01 47 46.5;-80 10 36; 6.06; 0.34
01 54 53.8;+40 42 07; 6.24; 1.25
01 54 57.5;+37 07 42; 6.26; 1.17
01 54 38.4;+20 48 29; 2.64; 0.13
01 53 23.2;-38 35 41; 6.10; 1.12
01 53 38.8;-46 18 09; 4.41; 1.59
01 55 54.4;+37 16 40; 5.89; 1.63
01 56 09.3;+37 15 06; 5.67; 1.06
01 54 22.0;-42 29 49; 5.11;-0.06
01 55 51.0;+23 34 38; 5.74; 1.19
01 55 53.8;+01 50 59; 6.01; 0.56
01 58 33.3;+61 41 53; 6.02;-0.04
01 57 56.4;+41 41 40; 6.78;-0.06
01 57 21.1;+17 49 03; 5.10; 0.92
01 57 43.8;+27 48 16; 5.82; 1.60
01 56 40.2;-22 31 37; 4.85; 1.42
